system:index,date,eddi14d,eddi180d,eddi1y,eddi270d,eddi2y,eddi30d,eddi5y,eddi90d,pdsi,spei14d,spei180d,spei1y,spei270d,spei2y,spei30d,spei5y,spei90d,spi14d,spi180d,spi1y,spi270d,spi2y,spi30d,spi5y,spi90d,state,z,.geo
2_00000000000000000026,2021-03,0.9922179841213183,0.6480438550416445,1.196717744476431,1.334321157820784,0.7998956420041132,0.605486717415885,0.750423013731444,0.2225985018530291,-2.3508678563194128,-1.1090210104557392,-0.7432956751784412,-1.1257703744794276,-1.037535840499131,-0.10785894210597807,-1.1013464956679708,0.5569435520415652,-0.5713491081132285,-0.8633402077411164,-0.5602569428284944,-0.8829198085490555,-0.6730265830651688,0.13930406293755745,-0.9329790286375825,0.780278925385572,-0.5153189031890779,New York,-1.804775778886962,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000002,2021-03,0.5404406425230729,0.36438122039363263,-0.025185712756318503,0.22978143118857425,-0.46003906075296985,0.18070443388516585,0.006948123688302412,-0.03310405280960776,1.40440970717398,0.016091897660847135,-0.3885869478673702,0.17947934724903764,-0.026931154477510554,1.4428005414320875,-0.012153554954479045,1.4798442303097539,0.1361499352743027,0.20770617170635944,-0.33561594375730425,0.22083519090845236,0.0231927146794692,1.5013305231112708,0.07357387190150558,1.659541004103441,0.1507697010402103,Illinois,0.243400899108844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000036,2021-03,0.6345210023769796,0.5563798704212393,0.5915117057091466,0.7338421066237983,-0.318111173179919,0.45627223104734527,-0.2808669195781878,0.1932382274207312,0.13814448669242554,-0.07853473265342599,-0.2103702525900403,-0.609278926576253,-0.6687933995317015,0.4279436899780025,-0.20964920335081555,1.0516780299588113,0.2865590492181446,0.24034912587130386,-0.03751221697229394,-0.6602557545440757,-0.6389077750623691,0.4287678855714366,-0.03971582636336941,1.2197868225459743,0.4642172726862047,Iowa,-0.145079526842491,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019,2021-03,0.2780398645997529,0.30334751296376394,0.7689095606552548,0.8166497704119168,0.725633485629763,-0.14930858657136223,0.5887564764865159,0.020682613796274146,-1.2962489995123883,-0.4163877033853748,-0.7177540475959437,-0.7319995289127754,-0.7810814233471937,-0.37091956614342053,-0.27512619057757004,0.24886402382579503,-0.16480164370128755,-0.31574097131257006,-0.8996570766307139,-0.5926699191904761,-0.6778692113955025,-0.027842826752910273,-0.4625929875594626,0.8303824062384463,-0.2256022352781981,Texas,-0.7357156285594829,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000d,2021-03,0.40386160238122765,1.6425147259593258,1.2534148603732842,1.7536450254901568,0.735699224952142,0.6606597029820827,0.8131150352472977,1.0038682943783908,-3.1884264423493076,-0.6150171305795512,-1.7328283925341754,-1.3959857736091912,-1.883962656327096,-1.1398594204363963,-0.963693889875621,-0.3795251298539316,-0.9210932281301113,-0.4668289032278614,-1.4725037640416854,-1.090938224873624,-1.618641590353112,-1.0923353214554232,-0.9485200714030986,-0.10055861857733987,-0.7608329070718867,California,-2.1548531630031063,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000026,2021-04,0.2390249367696576,0.9732244361122013,1.501361784600169,1.2989839540421109,1.0014680634151423,0.9419392483350311,0.8745755956463946,0.9459326205588536,-2.8978539625802644,-0.23766993421801835,-0.9392830707469921,-1.3686863541051786,-1.192206186967815,-0.2509906755335226,-0.780158835704522,0.5081440492346666,-1.31818237041518,-0.11745397145700004,-0.7022697806019258,-1.0571396465503082,-0.8659891450758703,0.06608156546653615,-0.5132142919493657,0.7659452920166898,-1.1083730149172946,New York,-1.6447121716345032,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000002,2021-04,-0.0480903245042095,0.5088155790200762,0.19009871064180028,0.3073328745617077,-0.34749767027250567,0.3437585950551068,0.01811610544422624,0.11676984884875874,1.348556026140242,-0.322271663950733,-0.09093799526749081,0.1472059950591466,-0.26333340609657463,1.3598487386518707,-0.0021894056214376116,1.5204034111224385,0.2698000479254472,-0.37893044220807415,0.023811373609871133,0.2874274994390604,-0.22612571611771348,1.4488300669580148,0.0957286668712079,1.7098844404554026,0.3691253496781854,Illinois,0.10911503875656549,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000036,2021-04,0.08064944230946619,0.6010662398948896,0.6858134773563306,0.7659940193329022,-0.18705587642555266,0.25045660494700234,-0.2779469652075175,0.2871609798353347,0.18462465963293073,-0.5738087060515844,-0.07687817903978338,-0.6411716519548796,-0.6392796960567448,0.37347763060222494,-0.21905540640987664,1.0606499685987436,0.03100669763448186,-0.6403617902117218,0.13453143801315096,-0.6824711917011111,-0.5572212104741825,0.4181196417254488,-0.11492045612196357,1.244856614870637,0.17915251248578115,Iowa,-0.34798778359227434,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000019,2021-04,-0.5761914993105309,0.20994285906242144,0.8265165643377249,0.4880583873206967,0.7752483062383461,-0.13311651717649958,0.6009056001713402,-0.13321026942198835,-1.5255141770191556,0.08827956431916668,-0.48790706582878474,-0.8533624805944525,-0.6233261067434577,-0.4797409301892561,-0.20267623231104895,0.17705212273373952,-0.34523768578201164,-0.16003312876476525,-0.6292130594868095,-0.7600854093075426,-0.706312150015306,-0.15832645235470236,-0.3455039111828585,0.7450897995374824,-0.6424605849730208,Texas,-0.6780277146989954,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000d,2021-04,1.3456080164304907,1.5266630911917185,1.621412128346858,1.845879289020263,0.8984243175343436,1.2889980788843363,0.8931419290838435,1.1708681398568201,-3.601930862016758,-1.5446010376946073,-1.7293330578037291,-1.889421136433515,-1.937785823112584,-1.2703350477780941,-1.4541647855461584,-0.5110373319184119,-1.0878408300753788,-0.8181765455062835,-1.512859304172938,-1.7370891179891652,-1.7371376291283112,-1.179593456704932,-1.1507977085214407,-0.1993677863420792,-0.874660543498634,California,-2.453339050333482,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000026,2021-05,-0.09286071122599235,0.4465696421658217,1.538932336675622,0.8520440542116763,1.1213139673770987,-0.6676311395526834,0.9087673095822473,0.5719047540615982,-2.6669863429495857,-0.18168176230658836,-0.5355004402646368,-1.3979563567472202,-1.030730526691496,-0.5131458519029252,0.3167337011825746,0.5622194015223418,-0.697978363648889,-0.20557747367202228,-0.44449835645183694,-1.026293271946951,-0.8197502954003288,-0.14098947273098134,0.2260008464563398,0.8202217376020454,-0.608200514990992,New York,0.1646671944357158,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000002,2021-05,-0.3755755858276157,0.08093439610180175,0.2779712274152775,0.2446221714414592,-0.30669984108178505,-0.5069621206357403,0.03479576669734854,0.05475841702712761,1.0389645199637734,0.157501788658084,-0.04301982942721384,-0.09189079371260855,-0.32778232072892827,1.0250992964850727,0.053516205397559226,1.5023457922150207,0.020471483395392284,0.12709137768994588,-0.017609029935213304,-0.025270337230904338,-0.2835394500483804,1.1482787817056523,-0.03994096190876157,1.6609598604641698,0.09636983007750129,Illinois,-0.10539068813987766,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000036,2021-05,-0.08642814999789922,0.3570015055373675,0.7073506923529991,0.5918584566924125,-0.0318471616114885,-0.0024331125321719028,-0.2572801700651363,0.4301364025339425,-0.4540096740965483,-0.18992080558542038,-0.3725188245440466,-0.6519716213248078,-0.4967557274432693,0.11342804241848248,-0.6781244874063721,0.9760573866889954,-0.5444719771369347,-0.21240158998641376,-0.3402723203253764,-0.7133059522597482,-0.4091567637737638,0.153255395316312,-0.8650245261877699,1.1589309491880941,-0.5443951546624474,Iowa,-1.5053039554658203,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000019,2021-05,-0.9113917317808684,-0.21988967820930094,0.5194652803860642,0.015080353458276304,0.7295841068722225,-1.0418080848759792,0.5742744899900676,-0.5303609198617226,-1.0566562321372452,0.8422371141949121,0.20359789837296158,-0.4769943965998258,-0.15667691194198982,-0.4829462818150717,0.9625735638290778,0.21068626422121967,0.40707719407257964,0.788302617014805,0.15344115771347816,-0.4211411340868485,-0.2832491720523214,-0.22137075810587653,0.8593234109897658,0.7597807876649437,0.2822839249884751,Texas,1.8480450454312172,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000d,2021-05,0.7515272958970638,1.5403007829755058,1.7299944269202536,1.8204952660462228,1.098169920347546,1.1533461177645787,1.0484628876747655,1.385794797290953,-4.110781866147139,-0.9127136788324508,-1.7491180043867152,-1.9488342184851295,-1.951532147771625,-1.403998511083688,-1.4248981191918402,-0.6340183206101695,-1.6743707599262465,-0.23063935300747632,-1.5073039769438799,-1.819163898761205,-1.7852899166544218,-1.2801359848925977,-0.9591839152610081,-0.25260421816762635,-1.4963064358197138,California,-2.647234754955517,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000026,2021-06,0.5814084641284022,0.7535470875344095,1.5399583115604631,0.9784454262890298,1.343643944716982,0.9353832436961768,0.9030194522849123,0.7115956299602811,-2.6781973913026995,-0.2891163481166426,-0.7848028976880016,-1.2721329813109397,-0.8400192767513495,-0.8602621099247104,-0.6647424648134034,0.6199195621686318,-0.4961198148838224,-0.13535376915459194,-0.6507133752302656,-0.8552514462810824,-0.6105577746931504,-0.3901372704011628,-0.4677215646415345,0.8682586311576256,-0.3428282938735883,New York,-1.1961635202671068,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000002,2021-06,0.16191299410906235,0.018484670265103535,0.16127327356148421,0.25656282779859235,-0.278287142918197,-0.03520828896969581,-0.03357165280060504,-0.05683388729043819,0.7857564138224016,-0.23483484676648164,-0.0835069366173479,-0.055465332023019724,-0.38118955651489095,0.7904050592207347,-0.24078597722866857,1.5118487538445773,-0.13232050591122874,-0.23965998774036046,-0.06672185605856397,-0.06211581279648941,-0.36008612792474043,0.914725655093173,-0.2638326319913136,1.6414335527669262,-0.13958902179259705,Illinois,-0.37265533707998455,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000036,2021-06,1.028026708357881,0.5591080562406009,0.726295738013353,0.6666519343724675,0.14840523268754294,0.8007276053487087,-0.26538692030325767,0.5268040157034727,-1.0975789973682897,-1.0303937282069429,-0.6746579588085255,-0.986915549383562,-0.8157591176706934,-0.19691016100421532,-1.0874008167035023,0.9256626074789792,-0.9450473763922477,-0.9038821737972212,-0.6953568828557115,-1.112668308649073,-0.8262540752689985,-0.20272137903159715,-0.9877651581552637,1.1124799245405963,-1.018204333329555,Iowa,-2.098747004068674,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000019,2021-06,-0.45277330246953057,-0.5664730932021282,0.2128604639695791,-0.16770631917638334,0.6288467685822486,-0.847008930462571,0.5725579597703269,-0.9234333854480605,0.16403107029900582,0.2668352956827434,0.6200460053792624,-0.06221311834077593,0.05079108775466498,-0.3564438038361334,0.8195652421454904,0.21594975914195647,0.9322760864817464,0.14900901588655252,0.5852679703836892,-0.014416654599453346,-0.03567861649381034,-0.13457751893532738,0.7644577942926271,0.7520024240405881,0.866937281947399,Texas,1.9158936866289156,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000d,2021-06,0.8848336997997418,1.4539471158231734,1.8188315028485094,1.7272857391990413,1.3165798232359498,0.9966785706215491,1.1185768185616431,1.542179989356427,-4.416472557611793,-0.9868575168622836,-1.5373532448671594,-1.9702490128685495,-1.9239014972855126,-1.5574487702602804,-1.1884135262776636,-0.6960242043023412,-1.813054245748756,0.2664518763169301,-1.2019194087276635,-1.8456970516997138,-1.763525972670323,-1.3739573946364296,-0.4881229530661626,-0.2744388916302313,-1.7015971010408155,California,-1.8091968589996834,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000026,2021-07,-0.9829338204453945,0.5905960449794111,1.1116670632118335,0.6617304067260904,1.2933758146275296,-0.44046313964092915,0.737586852028775,0.009413642119355541,-2.106916665288163,1.2830204456307812,-0.15470716410744273,-0.6297610088194978,-0.17930744012067648,-0.5125111825424166,1.1539729751471859,0.9290652514274352,0.55848221955832,1.2506382558224995,0.02317762854847479,-0.2804961112348224,0.0022287380996614064,-0.0922401018610931,1.1912622427953297,1.0908586568696887,0.6646625682544313,New York,2.7417949288938086,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000002,2021-07,-0.7442420658242103,-0.23193875416527304,0.025835736995961173,0.0613065686309245,-0.2994350057063236,-0.5330462407630749,-0.07751835808442933,-0.4696875248400255,1.0973074853099565,0.7225922485298937,0.47116618440981306,0.1855986549800498,0.3313120080135957,0.9699056576706958,0.9783448027138713,1.6272410597542666,0.4371786966421338,0.6525445708378524,0.48018120456008073,0.18846387845561594,0.4085415863671164,1.0934647430280846,0.9779602100183126,1.720669751636439,0.4088803054210954,Illinois,2.2997994691243893,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000036,2021-07,-0.22869462816706726,0.5366532311869717,0.7245161633222285,0.569891282602888,0.23497953078576567,0.18769732764992206,-0.25869148423975097,0.5342777949957175,-1.4396209623000773,-0.0047365116496050725,-0.6014799436202835,-0.9103556916724014,-0.5643865198487955,-0.2152367262679676,0.005844696740703155,0.896423935194994,-0.7476152405463807,-0.07946546405453259,-0.618817738959686,-0.9167239781550051,-0.5323539618106601,-0.21118246358229434,0.08279875438756759,1.090514422775645,-0.8059611842962247,Iowa,-0.24514410723535304,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000019,2021-07,-1.2459850386609759,-0.9687610584275738,-0.18043780826471514,-0.48272332471700546,0.5070717862883779,-1.099347340453,0.4836445428087975,-1.3430718663004357,1.1196813627026936,0.947164374939115,0.8825521334730786,0.3062874759599282,0.5486998807682213,-0.14033006407731743,1.0069450595186151,0.3848951654401579,1.2999329531429573,0.789646725156362,0.83262108618071,0.3449447707600255,0.5626773357055558,0.11223206004784643,0.9070302240228242,0.9055324038663453,1.252452448536952,Texas,2.7556878255926387,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000d,2021-07,0.7136623948601342,1.505268384376408,1.8191982553030404,1.614450937794469,1.4205329662097994,0.9602770098951495,1.1378375880846288,1.4277799549860846,-4.354961790172386,-0.7940314088574608,-1.5372084395741772,-1.962575125314056,-1.8585936333666202,-1.584146575031214,-1.0212541287547514,-0.7150377516644545,-1.6270577399814998,0.5818318332633299,-1.148893629294684,-1.8251930567546801,-1.6728607720643711,-1.3595999741227902,0.1409237214291568,-0.2763708773471262,-1.4027563544740727,California,-0.8014995969155925,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000026,2021-08,-0.02221132558378198,0.462743815242563,0.7417834022745625,0.4234015099768524,1.1614088995134955,-0.34825910553405803,0.5476262945550773,0.19410794983081608,-0.5725072425069871,0.39988627943976846,0.2473795550258901,-0.26865692118023693,0.21832867403538764,-0.2614541276904742,0.8129563473059334,1.0699733113286674,0.8246340922249749,0.409707830592128,0.469650897060028,-0.04775137444097054,0.4036384223898212,0.11726129045053918,0.8395522430809788,1.1773827748965027,1.0044256955782893,New York,2.122650739095471,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000002,2021-08,0.03948623133811217,-0.04564780226399116,0.07917259991661635,-0.09701654383810072,-0.3112428971562933,-0.15628450023521884,-0.06995576764720786,-0.18419436945857914,1.6628410151424986,0.09241962051962406,0.46113746983766735,0.09837925318098888,0.42527455748598914,1.0805540067061623,0.3856342008109078,1.5262388060736574,0.6260312448647707,0.06074948339249287,0.515116010673741,0.15031385821666535,0.4719208034157287,1.177495981711972,0.3464476985489823,1.6440504136185365,0.6599446262780777,Illinois,1.1670025685233796,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000036,2021-08,0.789082340935651,0.709488654729094,0.7972121747239889,0.6173225415139996,0.40052136266271177,0.6456474146551487,-0.19252192280855085,0.7402053122992565,-1.5452015425095862,-0.499784449206859,-0.7911450935828991,-0.7540364770566349,-0.6685289219763056,-0.2937151617243911,-0.44864133826855074,0.7664411864547789,-0.7348928005005102,-0.3132644052627392,-0.7277145690806056,-0.6378600891464409,-0.6253840406801741,-0.1927402501553944,-0.32688907862022787,0.9508438166909583,-0.5980114984256589,Iowa,-1.1153127941868473,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000019,2021-08,-0.5121087800571656,-1.089054705626404,-0.44642389846283925,-0.7773232741255293,0.3182266534846263,-0.8113602219796509,0.4052512993766905,-1.296024711638137,2.0413611081154452,0.5587815872938846,1.102211738677022,0.49722043494768803,0.8751272263859848,0.07066145189668606,0.6717302138777664,0.42034190277900135,1.2521852620110183,0.456887901796853,1.0617663906724277,0.49616998750117774,0.8775229434593759,0.2909070005416801,0.5505564513634654,0.8970276233462074,1.1751247919796162,Texas,1.777915080631627,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000d,2021-08,0.48449436937760443,1.4836015530545767,1.7327301204585353,1.5713258196317301,1.4681949540857357,0.6211706747466781,1.1064872214709793,1.198229710086825,-4.015398536270206,-0.596900023472711,-1.6832727595573287,-1.8928536362374864,-1.7496917441506026,-1.570403714091772,-0.6795309928952469,-0.6886528140576931,-1.250975356790199,0.6129886101786428,-1.4841443685583646,-1.762985403014504,-1.5435118043080585,-1.3252623954238432,0.43927652119619104,-0.24672335094056197,-0.7057296416772514,California,-0.09705250728311483,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000026,2021-09,0.14379023139377692,0.19787617675573985,0.5695248436038383,0.3294597850163334,1.1056810088050106,0.018476437009919584,0.37221629970482106,-0.25657820879208565,0.4770227987043918,0.112227384424259,0.7177503765929846,0.12355773753470847,0.4468523068113558,-0.10127015258132774,0.5453180286065291,1.211246773219536,1.3696805839799913,0.1340368000666254,0.9443732422829926,0.33046699783207106,0.6554123952766544,0.2596296587727923,0.6072505020394631,1.280697573693508,1.4438818974064964,New York,1.7984662617471519,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000002,2021-09,0.6196350954395414,-0.039835064554762795,0.15654534984798188,-0.013778517182162225,-0.1755915748627366,0.3887855966725249,-0.020388772236706508,-0.06799238818701661,1.6792142854231458,-0.26252466162764093,0.423096012237491,0.2315264635776073,0.4538051236033612,0.9707172544065527,-0.09254806248830805,1.405201106949774,0.7135193372054763,-0.06587543014717766,0.4723129627523647,0.3103702858573976,0.5174829185167787,1.0633660210446032,0.016537459813264585,1.5508317198215864,0.7780554332031796,Illinois,0.2634751687450779,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000036,2021-09,0.38097884972319035,0.7459028449133464,0.760237993852146,0.7091880770577289,0.6060616132271484,0.5069519543511429,-0.12252265258197292,0.643506805715271,-1.480741567625776,-0.20815438487336682,-0.7213752980179526,-0.648477144220189,-0.5826930342614108,-0.3936712731101302,0.19460627707516762,0.6681452645501376,-0.051070094660960304,-0.15211557804662898,-0.5514988431302712,-0.44437676631568623,-0.3662210533888239,-0.17773920613342334,0.367162897838771,0.8446979395197035,0.23192717992890977,Iowa,0.1762227446048614,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000019,2021-09,0.5520858046575242,-1.0123492621285126,-0.39525658803512814,-0.7459594811136752,0.23702496357401076,0.26222143482618415,0.45980664232609403,-0.7093697929410335,2.0493683377780822,-0.8561952415448936,1.053988636581096,0.3241052128564004,0.7959436938873917,0.059311695601388686,-0.5014242080544107,0.22839475219931052,0.6566609865795904,-0.9231963172237933,0.9910288363845302,0.2659465998836004,0.7681282343474529,0.23528061488357305,-0.6278912813048718,0.6722754397839285,0.5839583696923974,Texas,-0.7306536475460026,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000d,2021-09,0.8583800310219973,1.5442247632555481,1.7001317153280677,1.549169157260672,1.5103160991148148,1.0243205955687553,1.1518622629918878,1.0851870505711871,-3.740578072109138,-0.7988917333954109,-1.672682487419738,-1.8629694060560882,-1.6103102541411511,-1.5778646695302767,-1.0378189021505895,-0.7029281970562783,-1.0886861111388275,0.3854402992583822,-1.4833425388241568,-1.7375495580475835,-1.2638375352632054,-1.3195794010493662,0.018015362401989237,-0.22931807263531528,-0.2163281086485502,California,-0.4806828947201205,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000026,2021-10,-0.1506861931202283,-0.08745186588655504,0.38873510584933774,0.2909433958573661,1.0295877135138694,-0.15647363932870573,0.2600450887079465,-0.13436703022394753,1.0147197690583112,0.2128791885777857,1.0017656450227215,0.3380190639434116,0.49759278528942047,-0.05696482975415683,0.324533621228552,1.3204506310342266,0.9825721128652708,0.20334389387664745,1.1364945393003707,0.5455615553998692,0.7067819695387217,0.294857185334862,0.3228754671373071,1.3682957226110937,1.0422204216162148,New York,1.262605113402724,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000002,2021-10,0.33339669176598435,0.0832295766322812,0.2693565452111877,0.14020454260758955,-0.12651200262687146,0.8065421447236093,-0.003067555440763516,0.40675976364538613,1.5808374282795385,0.6198229176619744,0.45833694583991935,0.42473708735041876,0.502007675494459,0.7861210035885666,0.20885232357094777,1.4342841035570104,0.2547182587310301,0.7619954779792972,0.5565164130768518,0.5700200774570341,0.6197797805041264,0.8795072936990342,0.45832688573028274,1.579073175239774,0.4165740322577712,Illinois,0.8341905907122179,"{""type"":""MultiPoint"",""coordinates"":[]}"
